ref_id,class,verdict,n_pass,n_applicable,correspondence,canonical_claim,static_artifact,disk_probe,validation,axis,audit_verdict_orig,reverify_evidence
MD_ATTR_RA_006,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,Type 0x10 value contains embedded B+-tree with $OBJ_LINK (0x39/0x38) + $I30_INDEX (0x90) sub-records. 99.4% have exactly 2 rows. 0.3% have 3 (adds $REPARSE). <0.01% have 4 (adds $EA).,,cite,proofs/validation/MD_ATTR_RA_006.csv,none,CONFIRMED-ALLDISK,"Type-0x10 embedded mini-tree row count over 32605 OIDs: 2 rows=32514 (99.72%), 3 rows=86 (0.26%, adds 0xC0 $REPARSE), 4 rows=5 (0.015%, adds 0xD0+0xE0 $EA). $OBJ_LINK(0x38/0x39) present in 32605/32605"
MD_ATTR_RA_007,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"Embedded B+-tree key/value overlap: key[0:8] = le64(value_length), key[8:] = value[0:]. Row offset table at end of value: pairs of [le16 offset][0xFFFF]. Same format used in type 0x10 and resident type 0x30 values.",,cite,proofs/validation/MD_ATTR_RA_007.csv,none,CONFIRMED-ALLDISK,Embedded key/value overlap key[0:8]==le64(value_length): 65306/65306 (100%) across all type-0x10 and resident type-0x30 embedded rows on 107 images. Row offset table at end of value confirmed as [le16
MD_ATTR_RA_008,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"Resident type 0x30 sub-record distribution (71162 entries across 110 images): MI_0x80=75303, SI_0x80=30360, SI_0xD0=3879, SI_0xE0=3854, SI_0xC0=2001, MI_0xB0=979, MI_0x100=7. Types 0x80 ($DATA), 0xB0 ($SNAPSHOT), 0xC0 ($REPARSE), 0xD0 ($EA_INFO), 0xE0 ($EA), 0x100 ($EFS) confirmed as embedded sub-records.",,cite,proofs/validation/MD_ATTR_RA_008.csv,none,CONFIRMED-ALLDISK,"Resident sub-record TYPE TAXONOMY confirmed: every claimed type observed as an embedded sub-record - 0x80($DATA: SI 367356 + MI 75305), 0xB0($SNAPSHOT/ADS)=985, 0xC0($REPARSE)=2013, 0xD0($EA_INFO)=389"
MD_CS_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Case Sensitivity: Per-directory case sensitivity on ReFS enabled via fsutil file setcasesensitiveinfo. Changes B+-tree k,,cite,proofs/validation/MD_CS_RA_001.csv,none,STATIC-CITED,
MD_CS_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Case Sensitivity: Case-sensitive files get distinct OIDs and type 0x20 stream indices. Files differing only in case coex,,cite,proofs/validation/MD_CS_RA_002.csv,none,STATIC-CITED,
MD_DEL_RA_001,PURE-RD-LAYOUT,INFERRED,0,1,OK,$RECYCLE.BIN creation captured in USN with full OID/attribute lifecycle. Created on-demand during first Recycle Bin deletion. Attributes set to Hidden|System|Directory (0x16).,,cite,proofs/validation/MD_DEL_RA_001.csv,none,INFERRED,"On the 8 recycle-bearing images, $RECYCLE.BIN appears as a directory containing $R (non-resident) and $I (resident) entries created on first deletion. The Hidden|System|Directory (0x16) attribute and "
MD_DEL_RA_002,PURE-RD-LAYOUT,CONTRADICTED,0,1,OK,Explorer deletion: $R entry is non-resident with target_oid pointing to source directory. $I entry (544 bytes) contains original path + deletion timestamp.,,cite,proofs/validation/MD_DEL_RA_002.csv,none,CONTRADICTED,"$R entry: confirmed NON-RESIDENT (value len 84B, key_flags 0x02, home backref to a real source-dir OID e.g. 0x707) on 8 images. $I entry: the $I file's $DATA content is NOT 544 bytes - measured sizes "
MD_DEL_RA_003,PURE-RD-LAYOUT,INFERRED,0,1,OK,PowerShell Remove-Item permanently deletes files (USN reason 0x80000200) bypassing $RECYCLE.BIN entirely.,,cite,proofs/validation/MD_DEL_RA_003.csv,none,INFERRED,"PowerShell Remove-Item 'permanent delete bypassing $RECYCLE.BIN' and the USN reason code 0x80000200 are USN-journal behavioral facts, not on-disk byte-layout. Not measurable from static directory-tree"
MD_DISK_RA_003,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,"Resident type 0x30 entry layout: stream_count at offset 0x20, file attributes at offset 0x48, file size at offset 0x58.",,cite,proofs/validation/MD_DISK_RA_003.csv,none,CONFIRMED-ALLDISK,"resident value+0x58 == FileSize, 409514/409514 v3.14"
MD_DISK_RA_004,PURE-RD-LAYOUT,CONTRADICTED,0,1,OK,"Stream count semantics: 1=normal file, 2=sparse or link, 3=EFS encrypted, 4-6=files with stream snapshots.",,cite,proofs/validation/MD_DISK_RA_004.csv,none,CONTRADICTED,"stream_count@+0x20 distribution on win11refs4gattributestest2: {1:23, 2:1147, 3:98, 4:18, 5:5, 6:2, 8:3, 10:1, 14:1}. sc=2 is the DOMINANT value for ordinary files (attrs=0x20). Normal files appear at"
MD_DISK_RA_006,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,"EFS files on disk: stream_count=3, sub-record #4 contains $EFS named stream (720 bytes) with certificate data (magic bytes $EFS in UTF-16).",,cite,proofs/validation/MD_DISK_RA_006.csv,none,CONFIRMED-ALLDISK,EFS files (encrypted.txt/encrypted2.txt/testefs2.txt/testefs3.txt on win11refs4gattributestest2; efstest.txt on wininsiderrefs2t) ALL have stream_count@0x20==3 and encrypted attr bit 0x4000 set. The $
MD_DISK_RA_008,PURE-RD-LAYOUT,INFERRED,0,1,OK,$RECYCLE.BIN on disk: $R entry target_oid=0x7B1 links to source directory. $I metadata file (188 bytes resident) contains original path and deletion timestamp.,,cite,proofs/validation/MD_DISK_RA_008.csv,none,INFERRED,"$RECYCLE.BIN present (OID 0x600 child, parent 1536). $R<id>.txt entry value+0x08 = target_oid linking to source dir (0x7b1 on win11refs4gattributestest2; 0x707 on lasttests). $I<id>.txt is resident wi"
MD_DISK_RA_009,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,Case-sensitive directory on disk: both case variants (e.g. ABC.txt and abc.txt) coexist as separate B+-tree keys with distinct OIDs.,,cite,proofs/validation/MD_DISK_RA_009.csv,none,CONFIRMED-ALLDISK,"On win11refs4gattributestest2 (case-sensitive dir feature), two filename keys differing only in case coexist as distinct type-0x30 B+-tree keys: 'WindowsCaseSensitive.txt' and 'windowsCaseSensitive.tx"
MD_DISK_RA_010,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,Type 0x20 entries (kf=0x8000): secondary filename index mapping stream indices to filenames. Key format: attr_type(0x20) + kf(0x8000) + stream_idx. Value: header + filename_len(u16) + UTF-16LE filename. Enables reverse lookup from stream index to filename.,,cite,proofs/validation/MD_DISK_RA_010.csv,none,CONFIRMED-ALLDISK,"Type 0x20 entries with kf=0x8000 present on 113/113. Key (24B): attr_type 0x20@+0x00, kf 0x8000@+0x02, reserved 4B@+0x04, stream_idx u32@+0x08. Value carries the stream filename (e.g. OID 0x701 stream"
MD_EFS_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,EFS Encryption: EFS encryption lifecycle: EFS0.LOG created in system metadata directory (OID 0x701). Encryption change r,,cite,proofs/validation/MD_EFS_RA_001.csv,none,STATIC-CITED,
MD_EFS_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,EFS Encryption: Encrypt-decrypt-encrypt cycle fully tracked via USN; each operation generates new EFS0.LOG entry with ne,,cite,proofs/validation/MD_EFS_RA_002.csv,none,STATIC-CITED,
MD_EFS_RA_003,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,Encrypted files: stream_count=3 with $EFS named stream. Minimum 4096-byte allocation even for small files. Attribute value changes from 0x20 to 0x4020.,,cite,proofs/validation/MD_EFS_RA_003.csv,none,CONFIRMED-ALLDISK,"Encrypted files: $EFS named-stream sub-record (type 0x100, MI marker, name='$EFS') present on encrypted images (4 on win11refs4gattributestest2, 2 on win11refs4gattributes). Attribute value 0x4020 (en"
MD_LK_RA_001,PURE-RD-LAYOUT,INFERRED,0,1,OK,"Junctions, directory symlinks, and file symlinks all supported on ReFS. All symlink types show 'l' flag in PowerShell Mode column.",,cite,proofs/validation/MD_LK_RA_001.csv,none,INFERRED,"PowerShell 'l' Mode flag for junctions/symlinks is a UI/reparse-attribute observation, not a byte-layout claim. The underlying reparse attribute (has_reparse bit 0x0400) is observable on disk but the "
MD_LK_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Links: Symlinks stored as resident entries with attributes 0x420 (file) or 0x10000400 (directory). Target path stored tw,,cite,proofs/validation/MD_LK_RA_002.csv,none,STATIC-CITED,
MD_LK_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Links: ADS cannot be set on symlink files (reparse points) on ReFS. set-content -stream fails on reparse point entries.,,cite,proofs/validation/MD_LK_RA_003.csv,none,STATIC-CITED,
MD_LK_RA_004,PURE-RD-LAYOUT,INFERRED,0,1,OK,USN reason 0x100000 (Reparse point change) identifies link creation events. Junctions get separate event; symlinks combine with File create (0x00100100).,,cite,proofs/validation/MD_LK_RA_004.csv,none,INFERRED,"USN reason 0x100000 (reparse-point change) and the junction-vs-symlink USN event grouping are USN-journal behavioral facts, not directory-tree byte layout. Not measurable from this static harness."
MD_LK_RA_005,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"$OBJ_LINK (type 0x39 on v3.7+, 0x38 on v3.4) stores primary filename + parent OID within each object's type 0x10 B+-tree record. Enables path reconstruction from Object Table alone without directory walk. Driver: RefsInitializeObjLinkRow.",,cite,proofs/validation/MD_LK_RA_005.csv,none,CONFIRMED-ALLDISK,"OBJ_LINK is an embedded sub-record inside each object's type-0x10 ($SI) row (NOT a top-level B+ key). 0x39 form: 32204/32204 entries across 98 images have val_marker@0x00==0x80000002, type@0x04==0x39,"
MD_LK_RA_006,ABSENCE,CONFIRMED-ALLDISK,0,1,OK,"$OBJ_LINK version evolution: type 0x38 (v3.4, no instance markers) → type 0x39 (v3.7+, with 0x80000002 MI marker). Upgraded volumes retain v3.4 format for existing entries. Version check at VCB+0x2ACC.",,cite,proofs/validation/MD_LK_RA_006.csv,none,CONFIRMED-ALLDISK,"Version evolution confirmed: 13 native v3.4 images carry ONLY type 0x38; 100 v3.7+ images carry ONLY type 0x39 (0/113 mix anomalies). The upgrade image win10to11refs4g.raw (reports v3.14, retains v3.4"
MD_LK_RA_007,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,$OBJ_LINK value format (v3.7+): +0x00=marker(4B) +0x04=type(2B) +0x06=subtype(2B) +0x08=parent_oid(le32) +0x0C=reserved(12B zeros) +0x18=filename(UTF-16LE). Total varies with filename length (26-82 bytes observed).,,cite,proofs/validation/MD_LK_RA_007.csv,none,CONFIRMED-ALLDISK,"v3.7+ 0x39 value layout exact on 32204/32204 entries: +0x00 marker=0x80000002 (32204/32204), +0x04 type=0x39 (32204/32204), +0x06 subtype=0x0d (observed constant), +0x08 parent_oid le32 in obj_map (32"
MD_LK_RA_008,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"v3.4 $OBJ_LINK (type 0x38): uses 12B common header. Parent OID at val[0x14], 4 timestamps at val[0x1C-0x3C], file_attrs at val[0x3C], filename at val[0x5E]. Verified on win10refsmini (6 entries).",,cite,proofs/validation/MD_LK_RA_008.csv,none,CONFIRMED-ALLDISK,v3.4 0x38 value layout: 12-byte common header signature (bytes 8-11 == 0c 00 01 00) on 528/538 entries; parent_oid@0x14 resolves to a real OID 538/538; filename@0x5E decodes UTF-16LE 538/538; 4 FILETI
MD_LK_RA_009,ABSENCE,CONFIRMED-ALLDISK,0,1,OK,"v3.7+ $OBJ_LINK (type 0x39): NO common header. val[0:4]=marker 0x80000002, val[8:12]=parent_oid, val[24:]=filename. Timestamps removed vs v3.4. 26560 entries on Insider.",,cite,proofs/validation/MD_LK_RA_009.csv,none,CONFIRMED-ALLDISK,"v3.7+ 0x39 'no common header' confirmed: val[0:4]=0x80000002 (32204/32204), parent_oid at val[8:12]=le32@0x08 (32204/32204 in map), filename at val[24:]=val[0x18:] (32204/32204 decode). No 12-byte tim"
MD_MISC_001,ABSENCE,STATIC-CITED,0,1,OK,Manipulation: SetMace does not work on ReFS (no $MFT),,cite,proofs/validation/MD_MISC_001.csv,none,STATIC-CITED,
MD_MISC_002,LITERATURE,STATIC-CITED,0,1,OK,"Volume Direct IO File: Unknown metadata file, future work",,cite,proofs/validation/MD_MISC_002.csv,none,STATIC-CITED,
MD_SECT_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Security Table: Centralized security descriptors indexed by security ID,,cite,proofs/validation/MD_SECT_001.csv,none,STATIC-CITED,
MD_SNAP_RA_001,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,Stream snapshots: snapshot name stored inline as UTF-16LE in sub-record body. Created via refsutil streamsnapshot /c.,,cite,proofs/validation/MD_SNAP_RA_001.csv,none,CONFIRMED-ALLDISK,"On win11refs2tsnapshots.raw the snapshot 0xB0 sub-record stores its name inline as UTF-16LE in the sub-record key starting at key[16] (decoded names: test2, sameaslastversion, first, v3, v2, last, fir"
MD_SNAP_RA_002,PURE-RD-LAYOUT,INFERRED,0,1,OK,Snapshots preserve complete extent descriptor sets for each file version. Enables recovery of previous file content from raw disk.,,cite,proofs/validation/MD_SNAP_RA_002.csv,none,INFERRED,Snapshot sub-records carry stream-summary descriptors (flags@0x10==2) per file version; multiple versions per file observed (e.g. test.txt has 4 snapshot entries: firstversion/v2/v3/last). The 'preser
MD_SNAP_RA_003,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,Non-resident snapshot extents use same VLCN format as type 0x40 data runs. Standard extent resolution applies to snapshot data recovery.,,cite,proofs/validation/MD_SNAP_RA_003.csv,none,CONFIRMED-ALLDISK,CONFIRMED 2026-06-18 (overturns prior UNCONFIRMABLE): non-resident snapshot DATA uses the type-0x40 24-byte VLCN extent format. 29/30 true snapshots non-resident across 8 images; content byte-exact re
MD_SNAP_RA_004,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,Snapshot sub-record format: size + header + UTF-16 name + metadata + extents. Stream count increases per snapshot (4-6 for 1-2 snapshots).,,cite,proofs/validation/MD_SNAP_RA_004.csv,none,CONFIRMED-ALLDISK,"Snapshot sub-record format confirmed: size + header + UTF-16 name (in key) + metadata + (snapshot) descriptor. On the 2-snapshot files, stream count rises with snapshot count (test.txt with multiple v"
MD_SNAP_RA_005,ABSENCE,CONFIRMED-ALLDISK,0,1,OK,"E20 RETRACTED: ADS are always resident (inline). 956 ADS across 46 images all have StreamSummary flags=0. 29 snapshot entries have SS flags=2. 28 entries initially misclassified as extent-based ADS were actually snapshots (same 0x000500B0 descriptor). Discriminator: StreamSummary flags (u16) at val[0x10] — 0=ADS, 2=snapshot.",,cite,proofs/validation/MD_SNAP_RA_005.csv,none,CONFIRMED-ALLDISK,"985 type-0xB0 embedded entries across 47 images: 956 have StreamSummary flags@val[0x10]==0 (ADS) and 29 have flags@val[0x10]==2 (snapshot). Flag-value histogram is exactly {0:956, 2:29} - no other val"
MD_SNAP_RA_007,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"E20 reaffirmed: ALL alternate data streams (ADS, type 0xB0) are inline/resident — every 0xB0 ADS has stream_flags=0x02 (159/159), including the single attr_flags=0x1000 ADS (still inline). The ""genuine non-resident ADS"" claim is REFUTED; attr-bit 0x1000 marks ADS-on-a-file-with-snapshots/stream-set, not non-residency.",,cite,proofs/validation/MD_SNAP_RA_007.csv,none,CONFIRMED-ALLDISK,"Every 0xB0 ADS (flags@val[0x10]==0) is inline/resident - found as an embedded sub-record inside the resident type-0x30 directory value (956/956), never as a non-resident extent stream. The snapshot en"
MD_TS_RA_001,ABSENCE,STATIC-CITED,0,1,OK,Timestamps: Last access time (offset 0x40 in $SI) updated on read operations when RefsDisableLastAccessUpdate=0. Indepen,,cite,proofs/validation/MD_TS_RA_001.csv,none,STATIC-CITED,
MD_TS_RA_002,PURE-RD-LAYOUT,INFERRED,0,1,OK,Write operations update both Last Write Time (M offset 0x30) and Last Access Time (A offset 0x40) simultaneously to the same value. A write implies access.,,cite,proofs/validation/MD_TS_RA_002.csv,none,INFERRED,M (mod) at $SI+0x08 (type-0x10) / value+0x30 (resident index entry) and A (access) at $SI+0x18 / value+0x40 both exist and are sane FILETIMEs corpus-wide (res_times_sane 409401/409514). On probed file
MD_TS_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Timestamps: ADS (Alternate Data Stream) writes update parent file LastWriteTime AND LastAccessTime. The ADS operation is,,cite,proofs/validation/MD_TS_RA_003.csv,none,STATIC-CITED,
MD_TS_RA_004,ABSENCE,STATIC-CITED,0,1,OK,Timestamps: Attribute changes (e.g. setting ReadOnly) update ONLY the metadata change time at offset 0x38. This timestam,,cite,proofs/validation/MD_TS_RA_004.csv,none,STATIC-CITED,
MD_TS_RA_005,ABSENCE,STATIC-CITED,0,1,OK,Timestamps: ReFS does NOT support 8.3 short file names. fsutil file setshortname returns 'A local NTFS volume is require,,cite,proofs/validation/MD_TS_RA_005.csv,none,STATIC-CITED,
MD_UNSUP_RA_001,ABSENCE,STATIC-CITED,0,1,OK,"Unsupported Features: Object IDs (fsutil objectid), short names (fsutil file setshortname), and DAX mode NOT supported o",,cite,proofs/validation/MD_UNSUP_RA_001.csv,none,STATIC-CITED,
MD_USN_RA_001,PURE-RD-LAYOUT,CONTRADICTED,0,1,OK,USN Journal version 3 record format on ReFS with 128-bit File IDs. Record lengths range from 96 to 168 bytes depending on file name length.,,cite,proofs/validation/MD_USN_RA_001.csv,none,CONTRADICTED,"USN v3 records on 9 USN-active v3.14 images: major u16@+0x04==3, minor u16@+0x06==0 (100%). recordlen@+0x00 == pad8(0x4C + name_byte_len) on 100% of records. Measured length range = 80..312 B (winside"
MD_USN_RA_002,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,"128-bit File ID structure: upper 8 bytes = table OID, lower 8 bytes = entry index. Enables direct mapping from USN record to B+-tree location.",,cite,proofs/validation/MD_USN_RA_002.csv,none,CONFIRMED-ALLDISK,"128-bit File ID @+0x08 (16B): lower8@+0x08 = entry index, upper8@+0x10 = table OID. Upper8 resolves to a known directory OID in the object map far more than lower8: 6041/6481, 6699/6874, 6805 etc. for"
MD_USN_RA_003,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,USN reason code catalog for ReFS operations including Reparse point change 0x100000. Covers file create/delete/modify/rename/attribute change/encryption/sparse/security.,,cite,proofs/validation/MD_USN_RA_003.csv,none,CONFIRMED-ALLDISK,"USN reason@+0x38 catalog observed on disk incl. reparse-point-change 0x100000 (874 records on attributestest2), create 0x100, delete 0x200, rename-old 0x1000, rename-new 0x2000, basic-info 0x8000, enc"
GN_ARCH_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Architecture: ReFS uses Minstore B+ tree storage engine,proofs/static/CmsBPlusTable__decomp.txt,static_dossier,proofs/validation/GN_ARCH_001.csv,none,STATIC-CONFIRMED,
GN_ARCH_002,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Architecture: Copy-on-Write / Allocate-on-Write update policy,proofs/static/MsUpdateDataWithRoot__decomp.txt,static_dossier,proofs/validation/GN_ARCH_002.csv,none,STATIC-CONFIRMED,
GN_ARCH_003,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Architecture: Virtual addressing with Container Table translation (v2+),proofs/static/CmsVolumeContainer__decomp.txt,static_dossier,proofs/validation/GN_ARCH_003.csv,none,STATIC-CONFIRMED,
GN_ARCH_004,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"Metadata checksums: None (3.4), CRC64 (3.14 default), SHA256 (optional). User data checksums: opt-in via integrity streams",,static_dossier,proofs/validation/GN_ARCH_004.csv,none,CONFIRMED-ALLDISK,"VBR 0x2A selector 0=None/2=CRC64/4=SHA256, 4 on 4 SHA images"
GN_ARCH_005,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Pages (1-4 clusters) with header: signature+clock+address,,cite,proofs/validation/GN_ARCH_005.csv,none,CONFIRMED-ALLDISK,"Every metadata page (SUPB/CHKP/MSB+) carries the A.2 header: signature@0x00 (MSB+/CHKP/SUPB), hdr-version u32@0x04==2, virtual/tree clock u64@0x10 and @0x18, self-address (LCN slots) @0x20. MSB+ self-"
GN_PAGE_004,BEHAVIORAL,INFERRED,0,1,OK,0x10-0x18: virtual allocator clock,,cite,proofs/validation/GN_PAGE_004.csv,none,INFERRED,"page+0x10-0x18 (virtual allocator clock): non-zero u64 on live MSB+/CHKP pages, zero on immutable SUPB; varies per page. Field present and plausible on all images."
GN_IDXR_001,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Root 0x00-0x04: size of index root,,cite,proofs/validation/GN_IDXR_001.csv,none,CONFIRMED-ALLDISK,"Index-root (MSB+ table-header descriptor) size field at root+0x00 == 40 (0x28) on all 113 ReFS images; table header located at fixed page offset thoff==632 (0x50 + le32(page,0x50)) on all 113. Matches"
GN_IDXR_002,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Root 0x0C-0x0E: schema of table,,cite,proofs/validation/GN_IDXR_002.csv,none,CONFIRMED-ALLDISK,"CONFIRMED 2026-06-19 (was INFERRED, wrong frame): _SmsIndexRoot descriptor+0x0C (page+0x50+0x0C) = table schema id (0xe0c0/0xe030/0x130...) on 34203/34207 tables; static CreateIndex win10 @73106 from "
GN_IDXR_003,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Root 0x18-0x20: number of extents,,cite,proofs/validation/GN_IDXR_003.csv,none,CONFIRMED-ALLDISK,CONFIRMED 2026-06-19 (was NEEDS-STATIC): _SmsIndexRoot+0x18 (u64) = leaf extent/page count (0 single-page; ==leaf census on multi-level: oid7=10/oid73f=3/oid760=1). Static CreateIndex win10 @73244 -> 
GN_IDXR_004,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Root 0x20-0x28: number of rows,,cite,proofs/validation/GN_IDXR_004.csv,none,CONFIRMED-ALLDISK,"CONFIRMED 2026-06-19 (FRAME-ERROR REVERSAL, was CONTRADICTED): Prade 0x20-0x28 = _SmsIndexRoot+0x20 (u64) = whole-table row count (incremented per insert, EnqueueTreeUpdate this+0x38). RD desc+0x20==l"
GN_IDXH_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Index Header: 0x00-0x04: offset to data area start,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IDXH_001.csv,none,CONFIRMED,
GN_IDXH_002,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Index Header: 0x0C-0x0D: height of node,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IDXH_002.csv,none,CONFIRMED,
GN_IDXH_003,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Index Header: 0x0D-0x0E: flags (0x1 inner, 0x2 root, 0x4 stream)",proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IDXH_003.csv,none,CONFIRMED,
GN_IENT_001,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,0x00-0x04: entry length,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_001.csv,none,CONFIRMED-ALLDISK,"B+ row header entry_length (u32@0x00): self-consistent (entry_len >= max(key_off+key_len, val_off+val_len) and <= page size) on 100% of rows across 6 images spanning 4K/64K, CRC32/CRC64/SHA256, v3.4/v"
GN_IENT_002,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,0x04-0x06: key offset,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_002.csv,none,CONFIRMED-ALLDISK,key_offset (u16@0x04): in-bounds (row+key_off+key_len <= page; key_off>=16) on 100% of rows across all tested images/cluster-sizes/versions.
GN_IENT_003,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,0x06-0x08: key length,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_003.csv,none,CONFIRMED-ALLDISK,"key_length (u16@0x06): produces valid keys (type-0x30/0x40/0x20 markers, decodable filenames) on 100% of rows; corpus key parses succeed on all 111 images."
GN_IENT_004,PURE-RD-LAYOUT,INFERRED,112,112,OK,0x08-0x0A: flags (0x4 deleted),proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_004.csv,none,INFERRED,"flags (u16@0x08): observed values on LIVE pages = {0x00, 0x01, 0x02} (e.g. {0:862,1:22,2:2}); the 0x04 'deleted' value does NOT appear in live consistent trees."
GN_IENT_005,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,0x0A-0x0C: value offset,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_005.csv,none,CONFIRMED-ALLDISK,value_offset (u16@0x0A): in-bounds (row+val_off+val_len <= page; val_off>=16) on 100% of rows across all tested images.
GN_IENT_006,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,0x0C-0x0E: value length,proofs/static/walk_bplus__forefst.txt,index_node,proofs/validation/GN_IENT_006.csv,none,CONFIRMED-ALLDISK,"value_length (u16@0x0C): yields valid values (resident 124B $SI, 84B/72B non-resident, type-0x40 extent values) on 100% of rows; all 111 images parse."
FS_VBR_013,BEHAVIORAL,STATIC-CITED,0,1,OK,VBR: Backup boot sector in last sector of volume,,cite,proofs/validation/FS_VBR_013.csv,none,STATIC-CITED,
FS_CHKP_001,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,Page header with signature 'CHKP',proofs/static/parse_chkp__forefst.txt,chkp_int,proofs/validation/FS_CHKP_001.csv,none,CONFIRMED-ALLDISK,CHKP signature 'CHKP' present on both checkpoint pages on 48/48.
FS_SCHM_001,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"Defines table schemas, key datatypes, flags, sizes",,cite,proofs/validation/FS_SCHM_001.csv,none,CONFIRMED-ALLDISK,"Schema Table (roots 3/9, table-IDs 0x01/0x06) read on 111/111 images. Each entry: key=u32 schema ID at +0x00 (key length 4B on all 111), value length=80B uniform on all 111. Self-describing one-entry-"
FS_OTBL_001,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Key: table identifier,,static_dossier,proofs/validation/FS_OTBL_001.csv,none,CONFIRMED-ALLDISK,"Object Table key is 16 bytes on 34522/34522 rows; the OID (table identifier) is at le64(key,8) (forefst build_object_map uses oid=le64(kd,8)); key bytes 0..7 are the record-header prefix. Key uniquely"
FS_OTBL_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Object Table: Duplicate copy exists for resilience,,cite,proofs/validation/FS_OTBL_003.csv,none,STATIC-CITED,
FS_OTBL_004,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Root directory ID = 0x600,,cite,proofs/validation/FS_OTBL_004.csv,none,CONFIRMED-ALLDISK,"OID 0x600 present in Object Table on 113/113 images and is directory-structured (its own B+-tree yields >=1 type-0x30 entry on 113/113; e.g. baseline root children: $RECYCLE.BIN->0x703, System Volume "
FS_OTBL_005,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,File System Metadata ID = 0x520 (like NTFS $Extend),,cite,proofs/validation/FS_OTBL_005.csv,none,CONFIRMED-ALLDISK,"OID 0x520 present in Object Table on 113/113 images and is directory-structured (on v3.4 win10refsmini its own tree holds type-0x30 children 'Reparse Index','Security Descriptor Stream','Volume Direct"
FS_UPCS_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Upcase Table: UTF-16 uppercase array for case-insensitive names,,cite,proofs/validation/FS_UPCS_001.csv,none,STATIC-CITED,
FS_PCHL_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Parent-Child Table: Key+value: parent table ID + child table ID,,cite,proofs/validation/FS_PCHL_001.csv,none,STATIC-CITED,
